id,name,category,price,rating,country,created_date,rooms_available,reviews_count
7300,Brown-King,Luxury,1471.67,2.9,Australia,2024-04-17,73.0,209
7301,"Scott, Morris and Smith",,806.64,2.7,FRANCE,2024-03-08,214.0,2142
7302,Gillespie-Park,Boutique,1606.7,4.8,india,2024-07-31,,3114
7303,Hoffman-Williams,Budget,329.45,2.3,india,2024-02-07,207.0,2216
7304,Nguyen and Sons,Boutique,713.89,2.4,india,2025-09-05,27.0,1162
7305,Adams Inc,Budget,,4.6,FRANCE,2025-04-12,157.0,4196
7306,Poole Group,Budget,1128.99,3.5,UK,2024-09-02,130.0,2486
7307,"Brown, Rodriguez and Warren",BUDGET,1994.69,4.2,FRANCE,2025-06-30,46.0,3523
7308,Baird and Sons,Boutique,1986.37,4.6,FRANCE,2023-08-14,373.0,1900
7309,Salas PLC,Business,1494.79,3.9,usa,2024-05-28,58.0,1161
7310,Young-Schmidt,Hostel,462.34,3.4,USA,08/04/2013,1.0,3986
7311,Rocha Inc,Luxury,350.77,4.4,UAE,2024-11-10,456.0,2722
7312,"Conley, Davis and Ross",Resort,1206.11,2.6,india,2023-11-28,123.0,4723
7313,Moore and Sons,Hostel,672.0,1.2,France,2024-11-25,99.0,711
7314,Carlson-Banks,Business,949.89,4.6,USA,2025-12-29,134.0,2184
7315,"Mccall, Hughes and Bailey",Boutique,1046.71,4.5,Japan,2023-06-27,352.0,93
7316,Smith-Anthony,Business,880.17,2.3,usa,2023-03-11,64.0,183
7317,"Thompson, Chen and Thomas",Budget,1665.87,2.4,Japan,2024-11-17,420.0,2273
7318,Mitchell-Martinez,Hostel,1682.91,3.1,France,2023-03-07,,186
7319,Coleman-Romero,Resort,1908.92,2.7,UK,2023-03-16,390.0,75
7320,Haas LLC,Business,55.3,3.0,india,2023-06-09,383.0,4516
7321,"Sanchez, Williamson and Mccoy",Luxury,813.19,3.3,UAE,2024-01-14,445.0,2298
7322,"Whitaker, White and Williamson",Hostel,,2.2,UAE,2024-08-18,28.0,450
7323,"Foley, Valenzuela and Cooper",Luxury,754.75,2.3,Germany,2023-10-31,299.0,4574
7324,Torres-Huber,Boutique,1187.66,3.3,india,2024-12-30,,4924
7325,Brady-Copeland,Hostel,1639.21,2.9,USA,2024-05-17,291.0,892
7326,"Torres, Santos and Estes",Resort,432.01,4.4,UAE,2023-05-20,255.0,579
7327,Jenkins and Sons,Business,831.76,3.9,USA,2023-06-17,278.0,2446
7328,,Business,744.86,2.5,Germany,2024-07-04,199.0,3651
7329,"Martin, Mckenzie and Cunningham",Budget,431.4,1.5,usa,2023-05-21,388.0,2683
7330,"Nguyen, Armstrong and Harris",Luxury,1131.98,3.8,usa,2024-10-16,262.0,166
7331,Kelly-Baker,Resort,178.9,2.4,FRANCE,23/05/1976,261.0,2154
7332,Thomas-Choi,Luxury,1178.26,4.9,France,2024-05-01,133.0,636
7333,"Jackson, Shelton and Taylor",Resort,1547.24,3.9,France,2024-07-16,110.0,4795
7334,Morris LLC,Budget,1773.84,2.0,Germany,2023-07-30,423.0,2308
7335,Yoder-Burke,Luxury,1355.72,4.3,india,2023-06-17,158.0,805
7336,"Rodgers, Walls and Brown",Boutique,1861.47,1.8,UAE,2025-07-17,67.0,2862
7337,Sherman PLC,Resort,874.75,2.0,Japan,2023-11-28,307.0,4557
7338,Lindsey-Thomas,Business,593.64,4.0,Germany,2025-07-12,46.0,1548
7339,"Robles, Gray and Buck",,1349.75,1.1,USA,2023-03-22,369.0,3909
7340,Yoder Inc,Budget,88.12,4.7,France,2024-11-30,133.0,1119
7341,Delgado Group,Resort,950.93,4.3,USA,2024-04-11,395.0,135
7342,Fisher and Sons,Hostel,1485.62,3.6,Australia,2025-01-10,494.0,1024
7343,"Bates, Powell and Kim",Resort,1139.85,3.2,Japan,2024-05-19,59.0,4570
7344,Martinez PLC,Budget,,4.8,USA,2024-03-01,44.0,2155
7345,Romero-Smith,Hostel,1465.81,1.7,UAE,2026-03-01,334.0,3485
7346,"Harris, Molina and Stewart",Resort,468.19,3.9,UK,2025-11-17,24.0,1199
7347,"Dawson, Matthews and Johnson",Budget,719.99,1.6,FRANCE,2024-05-06,248.0,529
7348,Spencer-Jacobs,Budget,557.95,3.4,France,21/09/1996,40.0,2765
7349,"Hernandez, Carroll and Escobar",Budget,1064.84,4.2,Australia,2024-08-21,77.0,1577
7350,"Anderson, Blake and Graves",Business,652.55,3.3,india,2024-06-24,144.0,775
7351,Wilson-Jackson,Business,1510.95,2.1,France,2025-05-14,27.0,2395
7352,"Clayton, Jackson and Lee",Luxury,1023.53,1.7,FRANCE,2024-08-05,182.0,2193
7353,,Business,866.19,2.1,UK,2024-03-30,440.0,4407
7354,,,928.03,2.2,Germany,2023-11-21,208.0,331
7355,Johnson LLC,Budget,1988.27,1.5,FRANCE,2025-06-24,440.0,3044
7356,Johnson Inc,Luxury,1129.64,2.7,FRANCE,2024-01-09,407.0,2741
7357,Drake LLC,Business,1189.2,2.7,FRANCE,2025-02-20,199.0,2271
7358,"Villanueva, Cooper and Wells",Business,884.97,1.8,France,2025-03-18,247.0,817
7359,Farrell Group,Budget,1764.9,1.4,France,2024-06-16,174.0,3645
7360,"Ramirez, Contreras and Brown",Budget,1809.89,3.7,UK,2023-09-16,81.0,3892
7361,"Carter, Davidson and Griffith",Hostel,1737.19,1.1,UK,25/12/2014,370.0,4048
7362,Palmer and Sons,Boutique,1752.86,4.9,Germany,2025-08-16,456.0,4040
7363,Moore Inc,Resort,528.12,2.5,France,2024-04-02,352.0,2079
7364,"Stewart, Parker and Perez",Hostel,536.6,2.9,india,2025-10-06,26.0,2821
7365,"Johnson, Martin and Henson",Resort,1377.66,4.7,usa,2023-05-06,367.0,4957
7366,Harvey-English,Boutique,1709.11,1.0,india,2023-12-19,85.0,793
7367,Maddox-Herrera,Business,1661.14,1.9,France,2025-10-07,15.0,4453
7368,Davis Ltd,Business,1246.51,4.2,France,2023-12-08,150.0,4739
7369,"Smith, Ward and Patterson",Business,1234.63,3.1,india,2025-06-14,341.0,3562
7370,"Long, Tapia and Brown",Resort,1133.51,3.4,usa,2023-08-24,359.0,1323
7371,Ford-Haley,Budget,1844.74,1.1,india,2025-02-03,124.0,285
7372,Rush Group,Resort,608.78,1.7,Germany,2025-08-16,64.0,2696
7373,Douglas Group,Budget,,1.5,USA,2025-03-15,,220
7374,"Woods, Cruz and Richards",Budget,1421.72,,USA,23/01/1987,387.0,4557
7375,Jones-Cobb,Budget,1837.23,3.7,USA,2024-04-20,154.0,1369
7376,Taylor Ltd,Luxury,345.49,2.6,France,2025-04-09,66.0,1433
7377,"Harrington, Velez and Gould",Resort,116.09,4.1,usa,2024-12-05,499.0,2413
7378,,Business,1710.19,1.8,UK,2025-02-18,437.0,3801
7379,"Tran, Oliver and Gonzalez",Hostel,1316.64,4.2,FRANCE,2023-04-29,357.0,847
7380,"Franklin, Mccoy and Robinson",Budget,750.97,1.9,UAE,2025-08-04,1.0,1961
7381,"Myers, Baker and Strong",Boutique,,4.3,usa,2023-08-09,106.0,1103
7382,Johnson-Morgan,Hostel,91.35,99.0,UK,2023-06-22,248.0,4572
7383,Herrera Group,Budget,1031.74,3.7,France,2025-10-24,337.0,4554
7384,Smith-Li,Hostel,1894.33,3.9,UAE,2024-12-10,400.0,600
7385,"Cook, Mann and Kelly",,1291.72,4.9,France,2024-07-20,318.0,4770
7386,Dalton Group,Budget,211.64,1.1,UK,2024-12-19,402.0,2610
7387,Johns-Williams,Business,1467.59,1.7,Japan,2024-10-11,283.0,3490
7388,"Ellis, Simpson and Morrow",luxury,886.1,2.8,USA,10/07/2012,138.0,4632
7389,"Salinas, Price and Jones",Luxury,1786.32,1.3,UK,2025-03-03,180.0,326
7390,"Smith, Lindsey and Randolph",Resort,779.06,1.4,usa,2023-09-27,28.0,3934
7391,Rodgers-Brown,Business,603.36,2.7,FRANCE,2024-06-18,142.0,4366
7392,"Nelson, Moreno and Diaz",Resort,94.03,1.4,UK,2024-09-29,163.0,57
7393,"Lane, Mcknight and Burns",Luxury,1821.94,1.7,UK,2026-02-02,138.0,1873
7394,Bass-Cox,Resort,1441.89,1.9,FRANCE,2024-08-14,459.0,3453
7395,Guzman Inc,Luxury,1118.01,4.4,USA,2024-12-12,79.0,4604
7396,"Mcintyre, Sullivan and Martinez",Boutique,483.57,4.4,USA,2023-06-13,397.0,4856
7397,"Brewer, Weaver and Perez",Budget,49.24,5.0,France,2025-02-27,167.0,1385
7398,Cowan-Cordova,Budget,436.31,4.1,UK,2025-09-12,248.0,1720
7399,Perez-Gardner,Hostel,926.97,2.9,usa,2025-02-15,137.0,2987
7400,Sanders and Sons,,1542.89,3.7,Japan,2026-02-03,161.0,2489
7401,"Andrews, Smith and Smith",Business,839.81,3.5,USA,2024-07-14,267.0,1871
7402,Russell-Smith,Business,880.34,3.7,FRANCE,2026-01-20,282.0,3806
7403,,Hostel,919.69,4.4,FRANCE,2024-05-13,427.0,3512
7404,Webb PLC,Hostel,460.54,3.5,Australia,2023-06-03,419.0,3937
7405,,Budget,1207.95,2.7,FRANCE,2023-10-08,189.0,672
7406,"Cooper, Lee and Fleming",Business,1335.75,2.6,usa,2024-09-25,78.0,1594
7407,Anderson-Fitzpatrick,Business,629.17,1.8,USA,2024-09-24,478.0,4211
7408,Bennett and Sons,Luxury,63.67,3.2,USA,2024-01-24,231.0,2390
7409,Flynn-Miranda,Luxury,844.25,4.9,Australia,2024-06-28,,3899
7410,White and Sons,Business,137.32,2.7,india,2023-08-23,229.0,1214
7411,Mitchell PLC,Business,1250.04,3.7,USA,2025-05-12,57.0,573
7412,Olson Ltd,Luxury,1004.22,3.8,USA,2024-07-11,471.0,248
7413,Patterson PLC,Hostel,1874.83,3.0,Australia,2023-08-29,72.0,3092
7414,"Williams, Lee and Trevino",Resort,1479.08,4.3,india,2025-06-08,168.0,3585
7415,Moore LLC,Business,570.43,2.3,UAE,2025-10-13,30.0,2365
7416,"Fox, Gay and Day",Resort,85.55,4.1,Australia,2023-09-04,30.0,2134
7417,Rodriguez-Long,Resort,169.46,4.9,usa,2024-07-18,451.0,2967
7418,Joseph Ltd,Luxury,925.64,2.0,FRANCE,2023-11-20,,3114
7419,Brown-Clark,Luxury,877.56,2.9,india,2023-08-22,396.0,1052
7420,Lang-Armstrong,Budget,570.21,1.7,USA,2024-05-13,,4469
7421,Edwards-Patterson,Boutique,1363.69,-1.0,Australia,2025-09-12,130.0,3842
7422,"Webb, Johns and Marshall",Business,453.33,1.4,UK,2025-05-21,249.0,103
7423,"Ramos, Reese and Watkins",Resort,925.66,1.6,France,2023-12-16,405.0,1876
7424,Weaver Ltd,Business,608.74,4.7,Germany,2024-08-17,437.0,3006
7425,Ross-Blair,Resort,457.39,2.7,FRANCE,2023-03-16,414.0,4924
7426,Barton-Mendoza,BUDGET,951.24,4.0,UK,2023-05-15,,1364
7427,Morse Group,Business,1432.92,2.9,USA,2025-09-16,253.0,3838
7428,"Brown, Cummings and Ortiz",Resort,1431.76,4.4,Japan,2023-03-29,108.0,4552
7429,Russell-Bentley,Budget,239.21,2.6,Japan,2025-02-12,437.0,438
7430,Nixon-Johnson,Luxury,688.59,1.2,France,2025-02-10,299.0,3003
7431,Jackson-Steele,Luxury,165.13,3.3,india,2026-02-25,304.0,2368
7432,Bradshaw PLC,Resort,359.04,3.1,Germany,2023-04-20,363.0,29
7433,"Ho, Wilson and Hess",luxury,1658.32,1.9,USA,2024-09-04,120.0,3183
7434,Leblanc LLC,Hostel,866.75,3.4,usa,2024-09-20,153.0,3298
7435,"Murphy, Robinson and Lee",Business,653.54,3.4,Germany,2025-03-18,427.0,923
7436,Reese PLC,Budget,784.18,1.4,FRANCE,2024-02-29,105.0,1990
7437,Snyder and Sons,Hostel,72.79,3.7,USA,2024-03-06,263.0,3926
7438,Sims-David,luxury,349.07,3.0,usa,2023-06-11,304.0,3416
7439,Bowen-Francis,Boutique,170.55,5.0,Australia,2025-03-15,112.0,346
7440,"Blevins, Washington and Hudson",Hostel,630.46,4.0,india,2024-06-11,406.0,3271
7441,"Parker, Cannon and Howard",Resort,193.51,2.6,Japan,2024-11-13,433.0,3653
7442,"Duncan, Edwards and Taylor",Luxury,1995.08,2.6,UK,2025-10-24,407.0,3686
7443,Davis Inc,Boutique,1243.87,2.7,Germany,2024-06-14,42.0,1409
7444,,,334.5,3.5,Australia,2025-12-08,442.0,995
7445,Martinez and Sons,Hostel,1342.51,1.8,USA,2023-10-21,38.0,3842
7446,Stewart-Frazier,Resort,315.46,2.9,UK,2023-11-23,13.0,3154
7447,"Collins, Gibbs and Collins",Boutique,1117.56,1.4,Japan,2025-05-30,394.0,318
7448,,Boutique,1087.18,1.1,UK,2023-03-04,21.0,1566
7449,Wilkins-Greene,Resort,202.44,3.6,UK,2026-02-01,452.0,4980
7450,"Dillon, Rodriguez and Marsh",Hostel,1538.94,4.8,UAE,2025-03-22,168.0,4839
7451,"Steele, Duke and Burke",Boutique,1913.25,2.2,india,2023-03-05,5.0,4731
7452,"Gonzalez, Bell and Burgess",Budget,755.51,2.0,india,2025-07-26,209.0,1478
7453,Collier-Mcdonald,Budget,1760.72,3.3,Japan,2023-11-18,380.0,4249
7454,Cisneros-Cole,Luxury,1891.54,1.1,USA,2025-10-22,336.0,1541
7455,,Budget,993.14,4.9,usa,2023-03-16,393.0,592
7456,"Lee, Rodriguez and Frazier",Luxury,,1.5,UAE,2025-12-10,310.0,1462
7457,Bradley-Bernard,Hostel,1496.66,2.1,FRANCE,2023-05-19,132.0,4432
7458,Miller Inc,Business,612.06,3.7,usa,2023-05-11,56.0,2849
7459,Russell Group,Luxury,1445.38,2.8,UK,2024-02-27,171.0,915
7460,Robertson-Price,Hostel,1554.84,4.8,india,2023-05-05,429.0,4542
7461,"Potter, Hardin and Johnson",Budget,812.41,1.5,UAE,2023-04-04,228.0,2421
7462,Schmitt Ltd,Business,820.33,4.2,UAE,2024-04-17,323.0,3511
7463,Cooper-Cameron,Hostel,278.15,1.3,FRANCE,2023-10-05,308.0,2132
7464,Ryan PLC,Business,1467.81,3.9,india,2024-06-01,344.0,3296
7465,Smith Inc,Boutique,797.35,1.4,France,2023-08-17,325.0,4276
7466,Gay PLC,Budget,1845.76,5.0,Germany,2023-05-19,165.0,4847
7467,"Ellis, Hodge and Myers",Resort,588.93,1.5,usa,2025-10-01,383.0,3317
7468,"Becker, Smith and Collins",Hostel,,2.8,Australia,2023-09-06,167.0,531
7469,"Martin, Clark and Patton",Boutique,,3.9,india,2025-11-20,328.0,1735
7470,Carr LLC,Boutique,1622.62,2.0,FRANCE,2026-01-15,359.0,1437
7471,"Rogers, Osborne and Dean",Luxury,732.05,2.1,FRANCE,2024-06-12,203.0,3915
7472,Gentry-Jones,Resort,1252.0,4.8,FRANCE,2025-11-16,420.0,4183
7473,"Ball, Riley and Brown",Luxury,1077.12,3.4,USA,2023-05-06,436.0,3834
7474,Serrano-Perry,Boutique,329.48,4.0,usa,2024-03-03,158.0,2934
7475,Martinez and Sons,Business,246.0,3.2,UAE,2023-03-10,383.0,2122
7476,"Hughes, Bailey and Davidson",Luxury,924.95,1.1,india,2025-08-01,103.0,2238
7477,Stewart Ltd,Luxury,1759.06,1.2,usa,2025-12-01,292.0,273
7478,"Holmes, Hernandez and Mitchell",Boutique,1773.53,2.4,india,2024-03-12,237.0,858
7479,"Phillips, Hoffman and Taylor",Luxury,768.19,3.7,usa,2024-10-12,37.0,3235
7480,Garza and Sons,Boutique,1053.71,4.9,France,2025-11-20,226.0,4361
7481,Neal-Oliver,Boutique,138.51,-1.0,Germany,2023-06-13,45.0,2324
7482,Bennett-Hall,Luxury,890.73,4.2,Japan,2025-07-15,67.0,3733
7483,Kelly Group,Resort,1527.75,2.5,France,2023-09-20,230.0,1688
7484,Scott PLC,Luxury,863.93,-1.0,Australia,2025-04-25,113.0,4727
7485,"Barber, Lindsey and Day",BUDGET,171.27,3.6,UK,2026-01-04,452.0,3740
7486,Jones Inc,Budget,1868.94,1.3,USA,2024-03-23,499.0,1984
7487,Acosta-Butler,Hostel,1817.3,4.0,UAE,2024-05-09,206.0,3935
7488,Anderson Group,Resort,1134.06,2.7,Japan,2023-09-21,171.0,2056
7489,Johns-Hamilton,Budget,1799.71,4.0,Australia,2025-01-23,457.0,4538
7490,"Woods, Fisher and Cobb",Resort,337.95,-1.0,india,2025-02-04,90.0,1994
7491,Wright-Guerrero,Boutique,1762.78,,FRANCE,2025-01-08,363.0,502
7492,"Fields, Johnson and Flores",Luxury,944.5,4.0,Germany,2025-10-30,201.0,2658
7493,Hurley-Kane,Hostel,814.48,1.8,usa,11/11/2021,,1282
7494,Pham and Sons,Resort,837.53,99.0,USA,2025-01-18,108.0,227
7495,"Carr, Morrison and Pacheco",Luxury,88.11,4.5,Germany,2023-07-27,141.0,4508
7496,Glass Inc,Budget,1056.02,4.2,india,2025-04-24,460.0,2193
7497,Carlson PLC,Resort,1760.91,2.6,Australia,2024-09-11,210.0,4814
7498,"Mendoza, Knox and Calderon",Business,1664.54,2.5,USA,2023-03-23,231.0,4985
7499,Walsh-Green,,743.98,3.0,UK,2024-02-07,72.0,1485
7500,"Williams, Romero and Mann",Resort,1794.83,3.3,india,2025-09-14,493.0,1068
7501,Woods Ltd,Business,,4.4,USA,2023-10-08,384.0,3893
7502,Zamora-Campbell,Budget,1108.77,1.6,FRANCE,2025-05-03,250.0,1730
7503,Martin-Horne,Boutique,1724.79,4.9,UAE,19/08/2002,418.0,243
7504,Frazier-Harris,Budget,1314.14,1.3,UK,2023-12-23,88.0,3453
7505,Berry Ltd,Hostel,1120.36,4.5,FRANCE,2024-10-04,465.0,2771
7506,Baird-Gonzalez,Budget,84.71,-1.0,Australia,2024-10-31,292.0,3714
7507,"Anderson, Richards and Manning",Luxury,326.41,3.1,Germany,2023-08-11,333.0,3424
7508,Solis-Estrada,Budget,1544.96,2.5,FRANCE,2024-01-16,396.0,1260
7509,Nguyen-Grant,Luxury,1791.06,2.9,UAE,2025-05-24,438.0,448
7510,Castro-Smith,Budget,1084.66,2.6,india,2024-12-30,87.0,3669
7511,"Roach, Nash and Green",Boutique,836.89,3.9,France,29/07/1970,472.0,887
7512,Leon PLC,Business,665.54,1.1,usa,2025-07-04,455.0,138
7513,Garcia Ltd,Hostel,1063.72,1.7,Japan,2024-11-17,264.0,554
7514,"Wilson, Munoz and Torres",Budget,1443.92,4.6,France,2023-03-03,250.0,4425
7515,Cole-Davis,Budget,56.38,2.9,Germany,2024-04-14,176.0,219
7516,"Austin, Anderson and Pineda",Boutique,1687.68,1.9,Japan,2025-04-05,54.0,4868
7517,Cruz-Davis,Resort,228.89,1.8,india,2024-09-13,125.0,424
7518,Cook Group,Resort,111.41,4.4,india,2024-07-05,,3402
7519,Reynolds PLC,,1655.81,4.0,UAE,2023-05-26,402.0,2028
7520,Edwards-Clark,Hostel,916.8,3.5,UAE,2025-02-12,483.0,843
7521,Mcclain-Chavez,Budget,155.43,4.6,Germany,2023-10-25,26.0,4591
7522,Brown-Campbell,Hostel,836.03,1.8,usa,2023-11-27,206.0,3443
7523,"Wallace, Kirby and Tate",Boutique,1319.59,2.3,usa,2025-03-14,260.0,4042
7524,Travis-Gray,Resort,1256.66,4.3,Germany,2023-11-13,435.0,2798
7525,Moore-Smith,Hostel,926.17,3.4,Germany,2025-12-28,284.0,1687
7526,,Boutique,1639.12,1.6,usa,2025-03-26,129.0,1132
7527,English-Hartman,Boutique,266.57,4.6,USA,2023-08-15,437.0,4577
7528,Graham Group,Hostel,1527.57,1.2,FRANCE,2025-11-18,44.0,2083
7529,Mcdowell Group,Boutique,1848.52,1.8,FRANCE,2025-03-30,,4005
7530,"Austin, Taylor and Kane",Hostel,1622.68,2.9,Germany,2025-10-17,258.0,3650
7531,King-Rodriguez,Resort,1066.61,4.0,France,2024-06-11,,1314
7532,"Medina, Thornton and Smith",Boutique,522.27,3.8,india,2025-01-01,428.0,786
7533,Galloway-Perez,Budget,805.57,3.8,Germany,31/03/1976,392.0,662
7534,"Bush, Williams and Bradley",Budget,1461.91,1.3,Japan,2025-04-13,85.0,2538
7535,Vargas-Brown,Boutique,909.23,2.3,Japan,2024-11-23,338.0,4024
7536,Delgado-Carpenter,Budget,1538.18,1.5,Japan,2024-11-07,476.0,4683
7537,Martinez PLC,Hostel,271.87,2.6,FRANCE,2025-09-18,98.0,3376
7538,"Carter, Matthews and Patterson",Luxury,1351.76,2.3,UK,2024-10-14,472.0,4568
7539,Duncan-Burton,Business,1374.96,1.7,Japan,2025-02-14,311.0,3394
7540,"Barrett, Blanchard and Thomas",Luxury,694.25,2.9,USA,2024-08-10,313.0,4034
7541,Copeland Inc,Hostel,883.06,4.7,UK,2024-03-18,409.0,1066
7542,Huang PLC,Business,955.56,4.7,usa,2024-07-04,486.0,3324
7543,"Hill, Oconnell and Giles",Resort,1203.95,3.8,Australia,2024-08-02,89.0,2538
7544,"Hernandez, Barnes and Stevens",Hostel,500.19,4.4,FRANCE,2023-07-01,333.0,872
7545,Dyer-Jimenez,Business,,4.2,USA,2025-02-14,153.0,0
7546,Foster Group,Budget,941.13,1.3,UK,22/01/2016,194.0,2507
7547,"Kelley, Black and Ramirez",Luxury,1548.47,2.7,india,2024-09-01,476.0,2682
7548,Price-Jackson,Resort,1896.01,3.9,USA,2023-04-16,453.0,4214
7549,Brown-Johnson,Luxury,933.58,-1.0,UAE,2024-09-09,370.0,1218
7550,"Deleon, Serrano and Knight",Budget,1761.92,4.0,Australia,2024-05-15,151.0,2000
7551,,Budget,424.78,4.0,UAE,2023-06-29,380.0,1438
7552,,Resort,1639.66,1.2,France,2024-07-01,217.0,397
7553,Bush Group,luxury,183.95,2.1,France,2025-09-19,272.0,4863
7554,"Levy, Simon and Yu",Hostel,1116.48,3.0,Japan,2024-06-21,377.0,3051
7555,"Jackson, Hall and Hebert",Business,1728.72,2.9,UK,2025-05-20,84.0,4264
7556,"Morgan, Wilkinson and Garcia",Luxury,771.62,2.3,Australia,2023-05-22,396.0,1637
7557,"Marshall, Carpenter and Hernandez",Budget,654.68,1.7,FRANCE,2025-03-28,479.0,2598
7558,Sanchez PLC,Luxury,1109.41,2.5,USA,2025-07-07,449.0,3130
7559,"Johnson, Sanders and Wolfe",Hostel,444.6,4.3,USA,2023-09-28,,2086
7560,"Mccann, Blair and Taylor",Hostel,652.74,4.6,FRANCE,21/05/1971,238.0,1878
7561,Bryant LLC,,454.56,1.8,UK,2024-01-20,212.0,699
7562,Huffman PLC,Business,1175.82,2.3,india,2026-01-21,371.0,4098
7563,Thomas-Blanchard,Hostel,1566.93,99.0,UAE,2024-03-19,462.0,4495
7564,Martin Inc,Budget,1473.92,3.2,Germany,2024-11-20,267.0,4923
7565,"Johnson, Jordan and Johnson",Budget,1920.06,2.5,USA,2024-01-18,487.0,1240
7566,Garcia-Wilson,Hostel,265.07,4.8,USA,2023-06-27,53.0,1245
7567,"Jones, Simpson and Marshall",Luxury,1394.78,3.8,Australia,2025-11-15,272.0,2421
7568,"Wall, Washington and Bailey",Budget,332.15,4.6,usa,2025-08-08,63.0,1888
7569,Cabrera-Henry,Resort,1939.23,2.0,UAE,2025-10-10,453.0,831
7570,"Jones, Hall and Gray",Business,483.48,5.0,india,2023-07-04,117.0,3739
7571,Walsh Ltd,Resort,1969.33,1.2,UAE,2025-08-27,483.0,3605
7572,Nguyen-Tyler,Hostel,1284.06,2.1,india,2025-08-19,222.0,3975
7573,Johnson LLC,Budget,264.14,1.1,Japan,2025-11-30,5.0,52
7574,"Gibbs, Lewis and Diaz",Budget,,1.4,France,2024-07-22,449.0,4333
7575,Gutierrez LLC,Business,151.29,2.3,Germany,2025-09-24,103.0,3123
7576,"Harper, Miller and Nelson",Hostel,1339.96,3.8,UAE,2024-10-18,113.0,3535
7577,,BUDGET,148.06,4.9,UK,2024-04-11,358.0,3704
7578,Dixon-Sullivan,Business,1518.47,1.1,india,2024-06-28,113.0,4837
7579,"Tucker, Thompson and Schmidt",Budget,1791.8,1.8,usa,2025-06-02,141.0,1085
7580,Rodriguez-Klein,Resort,514.51,4.4,USA,2025-05-19,226.0,4030
7581,Solis-Hernandez,Budget,554.53,1.8,UAE,2023-08-11,491.0,190
7582,West-Fitzgerald,Hostel,169.39,2.4,FRANCE,2025-10-04,441.0,4417
7583,,Luxury,827.31,1.1,Australia,2024-10-15,165.0,4579
7584,Ibarra Ltd,Boutique,106.52,1.8,UAE,2024-12-06,494.0,4795
7585,Kelly-Schmitt,BUDGET,1072.04,2.6,Australia,2024-10-07,90.0,4521
7586,Reynolds Group,Boutique,1722.37,2.5,France,2023-11-23,341.0,41
7587,"Campbell, Cabrera and Glass",Luxury,1379.71,3.0,india,20/03/1985,270.0,3806
7588,"Chavez, Lowe and Potter",Resort,1583.89,1.3,USA,2024-06-07,301.0,3734
7589,Hudson Group,Business,500.66,3.6,usa,2025-06-26,366.0,1673
7590,Brown-Smith,Business,530.25,2.9,usa,2023-12-16,322.0,2592
7591,Green-Miller,Budget,1882.37,4.8,FRANCE,2025-03-21,333.0,1931
7592,Collins-Bryant,Business,1976.12,1.7,usa,2024-12-12,309.0,932
7593,Crane-Simmons,Budget,1599.75,2.3,UK,2023-05-14,79.0,1410
7594,Weeks Ltd,Business,565.3,4.3,UAE,2025-01-23,46.0,382
7595,Harris-Nolan,Resort,817.1,3.7,UAE,2024-02-18,341.0,4027
7596,Fox-Nelson,Boutique,1499.53,3.4,india,2024-08-12,311.0,3955
7597,Lewis-Cruz,Hostel,976.27,1.7,Germany,10/09/2024,150.0,254
7598,,Boutique,192.97,2.8,UK,2023-05-26,40.0,252
7599,Moore PLC,Resort,1132.5,2.4,Germany,2024-10-11,313.0,1641
7600,Miller and Sons,Resort,311.6,2.7,usa,2026-02-11,442.0,1139
7601,Chen PLC,Boutique,997.93,1.8,UK,2026-01-30,44.0,4437
7602,"Phillips, Gonzalez and Garza",Hostel,214.89,4.3,USA,2024-05-05,483.0,1508
7603,"Miller, Copeland and Wilkins",Budget,210.07,2.2,FRANCE,30/04/1978,67.0,4660
7604,Jones-Holmes,Resort,1066.58,2.7,Australia,2024-03-28,491.0,1514
7605,Mccullough-Bradley,Luxury,742.09,4.2,UK,2024-02-20,425.0,3548
7606,Hale-Miller,Budget,1575.25,99.0,UAE,2024-07-04,485.0,4080
7607,Brown Ltd,Budget,1322.76,3.3,usa,2023-09-25,438.0,3200
7608,"Parker, Williams and Duke",Business,,4.6,india,2024-09-09,495.0,2907
7609,Daniel-Berry,Resort,539.28,3.8,usa,2024-04-11,437.0,975
7610,Price PLC,Luxury,728.9,4.5,Germany,2023-09-25,117.0,2675
7611,,Hostel,1622.75,4.7,Australia,02/08/2007,21.0,4251
7612,Keith PLC,Boutique,1388.52,2.1,usa,2025-10-17,270.0,422
7613,,Budget,1062.83,4.8,USA,2023-11-01,425.0,1194
7614,"Singleton, Rogers and Morris",Budget,864.43,3.3,France,16/01/1988,491.0,2306
7615,Smith LLC,Business,1146.21,4.0,Japan,2024-11-14,258.0,4518
7616,,Hostel,1117.75,1.1,Germany,2025-07-24,166.0,140
7617,Bonilla-Thomas,Luxury,1600.82,1.0,Australia,2024-05-27,41.0,4676
7618,Graham-Moss,Hostel,59.07,3.5,FRANCE,2025-01-09,76.0,2565
7619,Oneill Ltd,Luxury,1127.46,-1.0,UK,2023-10-23,216.0,230
7620,"Vasquez, Henderson and Shaw",Business,1419.03,2.5,Australia,2024-05-14,358.0,1985
7621,Richardson Inc,Luxury,1874.74,,india,2023-07-23,439.0,4944
7622,"Thomas, Jackson and Munoz",Budget,296.83,2.5,Germany,2023-11-26,134.0,231
7623,Barber-Flores,Business,985.55,2.3,UAE,2023-12-17,148.0,1432
